Admit,Deposit,Enroll,F,Ethnicity,Region Description,Age,ACT Category Description,College,Major,Convert_GPA_Fix,FIN_AID_INTEREST
FALSE,FALSE,FALSE,M,Black,Out of State,17,28-32,Music,Sound Recording Techn,3.175,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.73,N
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,28-32,Science and Health,Environmental Science,4.772,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,24-27,Science and Health,Biological Sciences,4.595,Y
TRUE,FALSE,FALSE,M,White,Northwest Indiana,19,Unknown,Science and Health,Psychology,2.88,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,28-32,Liberal Arts & Social Sciences,International Studies,3.738,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,20-23,Communication,Communication and Media,,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban North,18,Unknown,Music,Music Education,,Y
TRUE,TRUE,TRUE,M,White,Suburban West,18,24-27,Commerce,Accountancy,4.066,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,16-19,Communication,Communication and Media,3.4,Y
TRUE,TRUE,TRUE,M,White,Suburban Northwest,18,16-19,Computer Science,Computer Science,3.293,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,19,Unknown,Education,Pre-Early Childhood Education,2.68,Y
TRUE,FALSE,FALSE,M,White,Other Illinois,19,20-23,Liberal Arts & Social Sciences,Sociology,2.781,Y
FALSE,FALSE,FALSE,M,White,Out of State,17,Unknown,Theatre,Stage Management,3.903,Y
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,24-27,Science and Health,Mathematics,3.752,Y
TRUE,FALSE,FALSE,M,Not Applicable,Suburban Southwest,18,28-32,Liberal Arts & Social Sciences,International Studies,4.16,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,28-32,Liberal Arts & Social Sciences,Political Science,4.261,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Computer Science,Computer Science,3.25,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.571,Y
TRUE,TRUE,TRUE,M,White,Other Illinois,18,20-23,Science and Health,Biological Sciences,4.081,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,16-19,Commerce,Marketing,2.893,Y
TRUE,FALSE,FALSE,M,White,Northwest Indiana,18,28-32,Commerce,Business Administration,4.091,Y
FALSE,FALSE,FALSE,M,Multiracial,Other Illinois,18,16-19,Commerce,Business Administration,2.808,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Science and Health,Biological Sciences,4.275,N
TRUE,FALSE,FALSE,M,Multiracial,Suburban Southwest,18,24-27,Liberal Arts & Social Sciences,English,3.381,N
TRUE,TRUE,TRUE,M,White,Suburban West,18,24-27,Education,Pre-Secondary Education Math,4.169,Y
TRUE,FALSE,FALSE,M,White,Out of State,17,Unknown,Computer Science,Computer Game Development,0,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,20-23,Science and Health,Psychology,2.512,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,18,Unknown,Communication,UGRD Undeclared Communication,,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.3,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban North,18,Unknown,Theatre,Acting,,Y
TRUE,FALSE,FALSE,M,Black,Chicago Far South,18,20-23,Science and Health,Psychology,2.79,Y
TRUE,TRUE,TRUE,M,White,Other Illinois,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.085,N
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Science and Health,Physics,3.787,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,24-27,Liberal Arts & Social Sciences,Political Science,2.285,N
FALSE,FALSE,FALSE,M,White,Out of State,18,28-32,Theatre,Acting,3.771,N
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,19,24-27,Liberal Arts & Social Sciences,English,3.718,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Communication,Journalism,2.666,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.674,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Commerce,Marketing,3.882,N
FALSE,FALSE,FALSE,M,White,Out of State,18,28-32,Theatre,Acting,3.8,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Math/Computer Studies,,N
FALSE,FALSE,FALSE,M,Not Applicable,Chicago North,18,28-32,Science and Health,Chemistry,,N
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Theatre,Scene Design,,N
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,28-32,Theatre,Acting,4.344,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,20-23,Commerce,Business Administration,2.353,Y
TRUE,TRUE,TRUE,M,Hispanic,Out of State,18,16-19,Science and Health,UGRD Undeclared CSH,3.366,N
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.2,Y
TRUE,TRUE,TRUE,M,White,Suburban Southwest,18,28-32,Computer Science,Computer Science,3.644,N
TRUE,FALSE,FALSE,M,Multiracial,Chicago Far North,18,20-23,Science and Health,Biological Sciences,3.523,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Music,Music Performance,3.73,N
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,Anthropology,3.833,Y
TRUE,TRUE,TRUE,M,White,Out of State,19,Unknown,Theatre,Playwriting,3.514,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,18,Unknown,Communication,Journalism,,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4,Y
TRUE,TRUE,FALSE,M,White,Suburban Southwest,18,Unknown,Commerce,Economics,4.053,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,19,20-23,Computer Science,Comp Graphics & Motion Tech,3.162,Y
FALSE,FALSE,FALSE,M,Black,Suburban North,18,Unknown,Science and Health,Chemistry,2.281,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban West,18,20-23,Science and Health,Biological Sciences,3.2,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.323,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,Political Science,3.75,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.166,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.85,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Science and Health,Psychology,3.836,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,17,24-27,Computer Science,UGRD Undeclared CDM,4.958,N
TRUE,FALSE,FALSE,M,White,Chicago North,17,28-32,Science and Health,Math/Computer Studies,3.63,N
TRUE,TRUE,TRUE,M,White,Suburban North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.946,N
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Science and Health,UGRD Undeclared CSH,4.131,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban North,18,Unknown,Communication,Journalism,,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far North,18,28-32,Science and Health,Mathematics,2.755,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,16-19,Education,Pre-Secondary Education Histor,2.918,Y
FALSE,FALSE,FALSE,M,Multiracial,Chicago Far South,18,Unknown,Science and Health,Biological Sciences,,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Science and Health,Biological Sciences,,Y
TRUE,FALSE,FALSE,M,Black,Suburban West,18,20-23,Commerce,UGRD Undeclared Business,3.065,Y
TRUE,TRUE,TRUE,M,White,Suburban North,18,33-36,Computer Science,Computer Game Development,3.24,Y
TRUE,FALSE,FALSE,M,Not Applicable,Suburban West,18,28-32,Science and Health,Biological Sciences,4.869,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.97,N
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,Art & Art History,3.044,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban North,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.41,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban South,18,Unknown,Liberal Arts & Social Sciences,Political Science,2.95,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.571,Y
TRUE,TRUE,TRUE,M,Not Applicable,Suburban West,18,24-27,Commerce,Finance,3.895,Y
FALSE,FALSE,FALSE,M,International,Out of State,21,16-19,Commerce,UGRD Undeclared Business,3.062,N
FALSE,FALSE,FALSE,M,Black,Suburban South,19,16-19,Science and Health,Biological Sciences,2.78,Y
FALSE,FALSE,FALSE,M,International,International,17,Unknown,Theatre,Theatre Management,,N
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Communication,Media and Cinema Studies,3.924,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.225,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Theatre,Acting,3.635,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Music,Music Performance,2.92,Y
TRUE,FALSE,FALSE,M,White,International,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.5,N
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Communication,Media and Cinema Studies,,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.518,N
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.03,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,17,Unknown,Commerce,UGRD Undeclared Business,3.666,N
TRUE,FALSE,FALSE,M,Hispanic,Out of State,17,24-27,Commerce,Economics,3.263,Y
TRUE,FALSE,FALSE,M,International,International,19,Unknown,Science and Health,Physics,3.06,N
TRUE,FALSE,FALSE,M,Native Hawaiian/Oth Pac Island,Chicago North,18,24-27,Education,Elementary Education,4.404,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Computer Science,Digital Cinema,3.53,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,18,Unknown,Theatre,Theatre Arts,3.443,Y
TRUE,TRUE,FALSE,M,Hispanic,Out of State,18,Unknown,Science and Health,Psychology,3.36,Y
TRUE,TRUE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,Peace Justice Conflict St,3,N
TRUE,FALSE,FALSE,M,International,Chicago Far North,18,24-27,Education,UGRD Undeclared Education,3.46,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.583,N
TRUE,TRUE,TRUE,M,Not Applicable,Out of State,18,28-32,Communication,Communication Studies,3.565,N
TRUE,FALSE,FALSE,M,White,Chicago Far North,18,33-36,Science and Health,Physics,4.863,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Theatre,Lighting Design,2.682,Y
TRUE,TRUE,TRUE,M,White,Suburban West,18,20-23,Education,Pre-Secondary Education Englis,3.56,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,20-23,Computer Science,Computer Science,3.27,Y
FALSE,FALSE,FALSE,M,Black,Chicago North,18,16-19,Theatre,Acting,3.143,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,International Studies,3.224,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,28-32,Music,Music Education,3.61,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Education,Pre-Secondary Education Englis,2.888,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,28-32,Theatre,Acting,3.788,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,UGRD Undeclared CSH,2.85,Y
FALSE,FALSE,FALSE,M,Multiracial,Chicago North,17,Unknown,Science and Health,Biological Sciences,,Y
TRUE,FALSE,FALSE,M,Black,Suburban South,18,20-23,Computer Science,Computer Game Development,2.829,Y
FALSE,FALSE,FALSE,M,Multiracial,Other Illinois,18,Unknown,Education,Elementary Education,3.6,N
TRUE,FALSE,FALSE,M,White,Suburban West,19,20-23,Computer Science,Computer Game Development,3.263,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,20-23,Science and Health,Biological Sciences,3.394,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban West,18,28-32,Music,Music Performance,,N
TRUE,FALSE,FALSE,M,White,Suburban West,18,33-36,Commerce,Business Administration,4.86,N
FALSE,FALSE,FALSE,M,Hispanic,Other Illinois,18,16-19,Science and Health,Allied Health Technologies,,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban North,18,0-15,Science and Health,UGRD Undeclared CSH,3.375,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Computer Science,Computer Science,2.89,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,24-27,Commerce,Marketing,3.13,N
TRUE,TRUE,TRUE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.36,Y
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.213,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Science and Health,Biological Sciences,3.06,N
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Music,Music Performance,3.7,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.59,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,18,Unknown,Computer Science,Digital Cinema,2.968,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,Biological Sciences,3.7,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Computer Science,Information Systems,2.944,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Science and Health,Psychology,2.56,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Science and Health,Environmental Science,2.521,N
TRUE,TRUE,FALSE,M,Multiracial,Other Illinois,18,20-23,Science and Health,Health Sciences,2.982,Y
FALSE,FALSE,FALSE,M,White,Suburban Northwest,18,Unknown,Commerce,Business Administration,,N
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Theatre Arts,4.28,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Stage Management,3.584,Y
TRUE,FALSE,FALSE,M,International,International,17,Unknown,Commerce,Business Administration,3.8,Y
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Chicago Far North,18,Unknown,Science and Health,UGRD Undeclared CSH,3.386,Y
FALSE,FALSE,FALSE,M,Multiracial,Chicago Far South,18,20-23,Commerce,Management,2.642,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far North,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.166,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,20-23,Education,Pre-Secondary Education Englis,4.177,Y
FALSE,FALSE,FALSE,M,Black,Suburban Southwest,18,Unknown,Education,UGRD Undeclared Education,3.023,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Northwest,18,28-32,Science and Health,UGRD Undeclared CSH,4.12,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,20-23,Commerce,Business Administration,3.526,N
TRUE,FALSE,FALSE,M,White,Out of State,19,Unknown,Commerce,Business Administration,2.826,N
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Communication,Communication and Media,3.2,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,24-27,Computer Science,Computer Science,4.708,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.408,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Computer Science,Computer Science,2.98,Y
FALSE,FALSE,FALSE,M,White,Northwest Indiana,18,Unknown,Science and Health,Biological Sciences,,N
TRUE,FALSE,FALSE,M,Multiracial,Out of State,19,16-19,Computer Science,BFA in Graphic Design,3.8,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,0-15,Science and Health,Health Sciences,3.904,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.474,N
TRUE,FALSE,FALSE,M,Black,Out of State,18,28-32,Commerce,Marketing,2.947,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Commerce,Hospitality Leadership,3.143,N
TRUE,FALSE,FALSE,M,White,Suburban North,18,33-36,Science and Health,Math/Computer Studies,3.639,N
FALSE,FALSE,FALSE,M,Black,Out of State,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.851,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Science and Health,Health Sciences,3.875,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Science and Health,UGRD Undeclared CSH,3.724,Y
TRUE,FALSE,FALSE,M,International,Suburban West,19,28-32,Science and Health,Health Sciences,3.814,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.12,N
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,28-32,Liberal Arts & Social Sciences,Sociology,3.796,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,,Y
TRUE,FALSE,FALSE,M,Black,Chicago Far South,19,16-19,Science and Health,Biological Sciences,3.675,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,28-32,Communication,Journalism,4.157,Y
TRUE,FALSE,FALSE,M,White,Other Illinois,18,20-23,Science and Health,UGRD Undeclared CSH,3.65,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,20-23,Liberal Arts & Social Sciences,Art & Art History,2.789,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,17,Unknown,Commerce,Business Administration,3.128,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.79,N
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,International Studies,3.704,Y
FALSE,FALSE,FALSE,M,White,International,18,Unknown,Communication,Public Relations/Advertisin,2.69,N
FALSE,FALSE,FALSE,M,White,Chicago Central,18,24-27,Science and Health,Chemistry,4.186,Y
FALSE,FALSE,FALSE,M,White,Suburban West,18,33-36,Music,Music Composition,4.446,N
FALSE,FALSE,FALSE,M,Hispanic,Suburban West,17,20-23,Science and Health,Chemistry,3.5,Y
FALSE,FALSE,FALSE,M,White,Out of State,20,Unknown,Communication,Intercultural Communication,2.052,Y
FALSE,FALSE,FALSE,M,Black,Suburban North,18,Unknown,Science and Health,Health Sciences,,Y
TRUE,TRUE,FALSE,M,Asian/Pacific Islander,Suburban Northwest,18,28-32,Computer Science,UGRD Undeclared CDM,4,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,24-27,Science and Health,Biological Sciences,3.739,Y
FALSE,FALSE,FALSE,M,Black,Out of State,17,Unknown,Liberal Arts & Social Sciences,Major in Writing Rhetoric Disc,,Y
TRUE,FALSE,FALSE,M,White,Out of State,17,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.486,Y
TRUE,TRUE,TRUE,M,International,Chicago Central,19,Unknown,Commerce,Business Administration,3.275,N
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Science and Health,UGRD Undeclared CSH,3.85,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,17,24-27,Science and Health,UGRD Undeclared CSH,3.978,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban Northwest,18,28-32,Science and Health,Psychology,4.032,Y
FALSE,FALSE,FALSE,M,Black,Out of State,19,Unknown,Education,Elementary Education,2.8,Y
TRUE,TRUE,TRUE,M,International,Chicago North,18,20-23,Commerce,Marketing,2.735,N
TRUE,FALSE,FALSE,M,Black,Chicago Central,18,16-19,Science and Health,Psychology,3.523,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Theatre,Acting,3.445,Y
TRUE,FALSE,FALSE,M,White,Suburban Southwest,18,28-32,Science and Health,Biological Sciences,4.091,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Communication,Media and Cinema Studies,3.52,Y
TRUE,TRUE,TRUE,M,Not Applicable,Out of State,18,Unknown,Communication,Journalism,3.5,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,17,24-27,Commerce,Accountancy,4.324,Y
FALSE,FALSE,FALSE,M,Not Applicable,Suburban West,19,Unknown,Science and Health,Health Sciences,,N
FALSE,FALSE,FALSE,M,Black,Out of State,19,Unknown,Computer Science,Digital Cinema,2.681,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,20-23,Science and Health,Psychology,2.45,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban Southwest,18,16-19,Education,Early Childhood Education,2.912,Y
TRUE,TRUE,TRUE,M,White,Suburban North,18,16-19,Science and Health,Chemistry,4,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,24-27,Commerce,Business Administration,2.544,Y
TRUE,FALSE,FALSE,M,White,Chicago Central,18,28-32,Computer Science,Computer Game Development,3.52,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Education,UGRD Undeclared Education,3.343,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago Central,18,16-19,Liberal Arts & Social Sciences,Art & Art History,2.475,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,16-19,Commerce,Accountancy,3.577,Y
TRUE,FALSE,FALSE,M,White,International,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.4,N
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Theatre,Acting,3.34,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,International Studies,4.747,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Biological Sciences,,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.37,Y
TRUE,FALSE,FALSE,M,White,Suburban North,18,33-36,Communication,Public Relations/Advertisin,3.659,Y
TRUE,FALSE,FALSE,M,International,International,18,Unknown,Commerce,Economics,4.01,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Mathematics,,N
TRUE,FALSE,FALSE,M,Black,Out of State,18,24-27,Commerce,Finance,3.22,Y
TRUE,FALSE,FALSE,M,White,Suburban South,19,28-32,Science and Health,Biological Sciences,3.926,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,20-23,Liberal Arts & Social Sciences,Sociology,2.909,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,Unknown,Science and Health,UGRD Undeclared CSH,,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,English,4.045,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Communication,Media and Cinema Studies,3.282,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Communication,UGRD Undeclared Communication,0,Y
TRUE,FALSE,FALSE,M,White,Out of State,19,Unknown,Science and Health,Chemistry,3.73,Y
FALSE,FALSE,FALSE,M,White,Chicago South,18,16-19,Education,UGRD Undeclared Education,2.398,Y
TRUE,TRUE,TRUE,M,Multiracial,Out of State,19,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.722,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,,N
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Computer Science,Digital Cinema,3.73,N
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Communication,Media and Cinema Studies,2.95,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.18,N
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,Unknown,Education,Pre-World Lang Educ Spanish,,N
TRUE,FALSE,FALSE,M,Hispanic,Suburban Northwest,18,24-27,Commerce,Management,3.392,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Biological Sciences,,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,20-23,Music,Performing Arts Mgmt,,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Commerce,Finance,3.6,N
TRUE,FALSE,FALSE,M,Hispanic,International,18,Unknown,Communication,Media and Cinema Studies,3.367,N
FALSE,FALSE,FALSE,M,Black,Out of State,19,Unknown,Science and Health,Math/Computer Studies,3.4,Y
TRUE,FALSE,FALSE,M,International,Chicago South,18,20-23,Computer Science,Network Technologies,4.177,N
TRUE,TRUE,FALSE,M,International,Suburban Southwest,19,20-23,Education,UGRD Undeclared Education,3.634,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,28-32,Commerce,Finance,4.145,N
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,Unknown,Computer Science,UGRD Undeclared CDM,,Y
FALSE,FALSE,FALSE,M,Black,Out of State,19,Unknown,Science and Health,Chemistry,,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,20-23,Commerce,Business Administration,3.692,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,24-27,Music,Music Education,3.649,N
FALSE,FALSE,FALSE,M,White,Chicago North,18,16-19,Liberal Arts & Social Sciences,English,2.475,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,19,16-19,Computer Science,BFA in Graphic Design,2.94,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago South,18,Unknown,Science and Health,Psychology,3.004,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.82,Y
TRUE,FALSE,FALSE,M,White,Suburban Southwest,18,28-32,Education,Pre-Secondary Education Histor,3.527,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,24-27,Commerce,Business Administration,3.78,N
TRUE,FALSE,FALSE,M,International,International,20,20-23,Computer Science,Computer Game Development,2.59,Y
FALSE,FALSE,FALSE,M,Black,Out of State,20,20-23,Commerce,UGRD Undeclared Business,2.794,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.57,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,24-27,Commerce,Accountancy,3.273,Y
FALSE,FALSE,FALSE,M,Multiracial,Suburban West,19,20-23,Science and Health,UGRD Undeclared CSH,4.22,Y
